Accession,Title,Collection,Organism,Imaging Method,Keywords,Files,License,Publication Title,Publication DOI,Authors,Release Date,BIA Link
EMPIAR-11098,CryoEM single particle dataset for psNb 2-38 with spike protein,EMPIAR,,,,0,,Superimmunity by pan-sarbecovirus nanobodies,,"Xiang Y, Huang W, Liu H, Sang Z, Nambulli S, Tubiana J, Williams KL, Duprex WP, Schneidman-Duhovny D, Wilson IA, Taylor DJ, Shi Y",2022-07-12,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11098
EMPIAR-11097,CryoEM single particle dataset for psNb 2-34 with spike protein,EMPIAR,,,,0,,Superimmunity by pan-sarbecovirus nanobodies,,"Xiang Y, Huang W, Liu H, Sang Z, Nambulli S, Tubiana J, Williams KL, Duprex WP, Schneidman-Duhovny D, Wilson IA, Taylor DJ, Shi Y",2022-07-12,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11097
EMPIAR-11071,Human Kv1.3,EMPIAR,,,,0,,Structures of the T cell potassium channel Kv1.3 with immunoglobulin modulators,,"Selvakumar P, Fernández-Mariño AI, Khanra N, He C, Paquette AJ, Wang B, Huang R, Smider VV, Rice WJ, Swartz KJ, Meyerson JR",2022-07-12,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11071
EMPIAR-11058,In situ cryo-electron tomography of T. kivui cells,EMPIAR,,,,0,,Membrane-anchored HDCR nanowires drive hydrogen-powered CO<sub>2</sub> fixation,,"Dietrich HM, Righetto RD, Kumar A, Wietrzynski W, Trischler R, Schuller SK, Wagner J, Schwarz FM, Engel BD, Müller V, Schuller JM",2022-07-12,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11058
EMPIAR-10895,C2-symmetric single-particle cryo-EM map of T. vaginalis FDPF3 - unaligned multi-frame micrographs,EMPIAR,,,,0,,"A natural fusion between a flavodiiron protein, rubredoxin and NADH:rubredoxin oxidoreductase is responsible for the H2O-forming oxidase activity in Trichomonas vaginalis",,"Abdulaziz E, Rashid B, Bell TA, Heacock M, Skinner O, Yaseen A, Mootha VK, Pierik AJ, Chao LH, Cracan V",2022-07-12,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10895
EMPIAR-11072,Minimal protein-only RNase P structure reveals insights into tRNA precursor recognition and catalysis,EMPIAR,,,,0,,Minimal protein-only RNase P structure reveals insights into tRNA precursor recognition and catalysis,,"Teramoto T, Koyasu T, Adachi N, Kawasaki M, Moriya T, Numata T, Senda T, Kakuta Y",2022-07-08,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11072
EMPIAR-11047,Cryo-EM structure of human KCC1 bound with inhibitor VU0463271,EMPIAR,,,,0,,Structure of the human cation-chloride cotransport KCC1 in an outward-open state,,"Zhao Y, Shen J, Wang Q, Ruiz Munevar MJ, Vidossich P, De Vivo M, Zhou M, Cao E",2022-07-08,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11047
EMPIAR-11075,Single-particle cryo-EM dataset of the Vairimorpha necatrix ribosome,EMPIAR,,,,0,,Evolutionary compaction and adaptation visualized by the structure of the dormant microsporidian ribosome,,"Barandun J, Hunziker M, Vossbrinck CR, Klinge S",2022-07-01,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11075
EMPIAR-11012,Pseudomonas aeruginosa 70S ribosome initiation complex bound to compact IF2,EMPIAR,,,,0,,Compact IF2 allows initiator tRNA accommodation into the P site and gates the ribosome to elongation,,"Basu RS, Sherman MB, Gagnon MG",2022-07-01,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11012
S-BIAD499,A self-generated Toddler gradient guides mesodermal cell migration – light sheet imaging data during zebrafish gastrulation,BioImage Archive,,,"zebrafish, light sheet microscopy, gastrulation",18000,,,,,2022-06-30,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD499
EMPIAR-11061,DNA polymerase D temporarily connects primase to the CMG-like helicase before interacting with proliferating cell nuclear antigen,EMPIAR,,,,0,,DNA polymerase D temporarily connects primase to the CMG-like helicase before interacting with proliferating cell nuclear antigen,,"Oki K, Yamagami T, Nagata M, Mayanagi K, Shirai T, Adachi N, Numata T, Ishino S, Ishino Y",2022-06-27,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11061
EMPIAR-10544,Cryo-EM structure of a dimeric B-Raf:14-3-3 complex reveals asymmetry in the active sites of B-Raf kinases,EMPIAR,,,,0,,Cryo-EM structure of a dimeric B-Raf:14-3-3 complex reveals asymmetry in the active sites of B-Raf kinases,,"Kondo Y, Ognjenović J, Banerjee S, Karandur D, Merk A, Kulhanek K, Wong K, Roose JP, Subramaniam S, Kuriyan J",2022-06-22,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10544
S-BSST861,ALCAM: A Novel Surface marker on EpCAMlow Circulating Tumor Cells,BioStudies,,,,18,,,,,2022-06-22,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST861
EMPIAR-10848,"single particle cryo-EM of red blood cell lysate (hemolysate, hemoglobin reduced, filtered by SEC)",EMPIAR,,,,0,,The protein organization of a red blood cell,,"Sae-Lee W, McCafferty CL, Verbeke EJ, Havugimana PC, Papoulas O, McWhite CD, Houser JR, Vanuytsel K, Murphy GJ, Drew K, Emili A, Taylor DW, Marcotte EM",2022-06-22,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10848
S-BIAD490,Deciphering the Mechanisms of Developmental Disorders (DMDD),BioImage Archive,,,,7260,,Placentation defects are highly prevalent in embryonic lethal mouse mutants.,,"Perez-Garcia V, Fineberg E, Wilson R, Murray A, Mazzeo CI, Tudor C, Sienerth A, White JK, Tuck E, Ryder EJ, Gleeson D, Siragher E, Wardle-Jones H, Staudt N, Wali N, Collins J, Geyer S, Busch-Nentwich EM, Galli A, Smith JC, Robertson E, Adams DJ, Weninger WJ, Mohun T, Hemberger M.",2022-06-22,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD490
EMPIAR-11031,Cryo electron microscopy of inactive hyaluronan synthase with UDP-GlcNAc,EMPIAR,,,,0,,"Structure, substrate recognition and initiation of hyaluronan synthase",,"Maloney FP, Kuklewicz J, Corey RA, Bi Y, Ho R, Mateusiak L, Pardon E, Steyaert J, Stansfeld PJ, Zimmer J",2022-06-22,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11031
EMPIAR-10946,Processed FIB-SEM images of murine hypothalamus-derived GT1-7 neuronal cells,EMPIAR,,,,0,,Investigating the Role of Spermidine in a Model System of Alzheimer's Disease Using Correlative Microscopy and Super-resolution Techniques,,"Lumkwana D, Peddie CJ, Kriel J, Michie LL, Heathcote N, Collinson LM, Kinnear C, Loos B",2022-06-22,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10946
S-BIAD423,Multi-color dSTORM microscopy in Hormad1-/- spermatocytes reveals alterations in meiotic recombination intermediates and synaptonemal complex structure,BioImage Archive,,,,8400,,Multi-color dSTORM microscopy in Hormad1-/- spermatocytes reveals alterations in meiotic recombination intermediates and synaptonemal complex structure,,"Lieke Koornneef, Johan A. Slotman, Esther Sleddens-Linkels, Wiggert A. van Cappellen, Marco Barchi, Attila Tóth, Joost Gribnau, Adriaan B. Houtsmuller, Willy M. Baarends",2022-06-21,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD423
S-BIAD491, mRNA of the G1/S repressor WHI5 is found at similar levels throughout the cell cycle,BioImage Archive,,,single mRNA imaging,816,,,,,2022-06-21,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD491
EMPIAR-10974,Cryo-EM structure of the plant 26S proteasome,EMPIAR,,,,0,,Cryo-EM structure of the plant 26S proteasome,,"Kandolf S, Grishkovskaya I, Belačić K, Bolhuis DL, Amann S, Foster B, Imre R, Mechtler K, Schleiffer A, Tagare HD, Zhong ED, Meinhart A, Brown NG, Haselbach D",2022-06-21,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10974
EMPIAR-11010,Cryo-electron microscopy reconstruction of PCAT1 in three distinct inward-facing conformations during ATP turnover condition,EMPIAR,,,,0,,Structures of the peptidase-containing ABC transporter PCAT1 under equilibrium and nonequilibrium conditions,,"Kieuvongngam V, Chen J",2022-06-21,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11010
EMPIAR-11009,Cryo-electron microscopy reconstruction of ATP-bound PCAT1 in an outward-facing conformation in a Mg2+ free condition,EMPIAR,,,,0,,Structures of the peptidase-containing ABC transporter PCAT1 under equilibrium and nonequilibrium conditions,,"Kieuvongngam V, Chen J",2022-06-21,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11009
EMPIAR-11021,"Cryo-EM data used for the determination of the structures of LACV-L in 3 different states: replication initiation state, transcription capped primer active site entry state and transcription initiation state",EMPIAR,,,,0,,Structural snapshots of La Crosse virus polymerase reveal the mechanisms underlying Peribunyaviridae replication and transcription,,"Arragain B, Durieux Trouilleton Q, Baudin F, Provaznik J, Azevedo N, Cusack S, Schoehn G, Malet H",2022-06-20,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11021
EMPIAR-11008,The complex of phosphorylated human cystic fibrosis transmembrane conductance regulator (CFTR) with ATP/Mg and Lumacaftor (VX-809),EMPIAR,,,,0,,Mechanism of CFTR correction by type I folding correctors,,"Fiedorczuk K, Chen J",2022-06-17,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11008
S-BIAD468,CCT196969 effectively inhibits growth and survival of melanoma brain metastasis cells.,BioImage Archive,,,,67,,,,,2022-06-17,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD468
S-BIAD483,b1-integrin binding and lysosome targeting aptamer homes to triple-negative breast cancer in mice (in vivo images),BioImage Archive,,,"aptamer, integrin, in vivo",600,,,,,2022-06-17,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD483
EMPIAR-10882,Cryo electron micrographs of Tetrahymena thermophila solubilized mitochondrial membrane complexes - Glacios data,EMPIAR,,,,0,,Structures of <i>Tetrahymena</i>'s respiratory chain reveal the diversity of eukaryotic core metabolism,,"Zhou L, Maldonado M, Padavannil A, Guo F, Letts JA",2022-06-17,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10882
EMPIAR-10919,Single particle cryogenic electron micrographs of tetrahymena mitochondrial electron transport chain complexes,EMPIAR,,,,0,,Structures of <i>Tetrahymena</i>'s respiratory chain reveal the diversity of eukaryotic core metabolism,,"Zhou L, Maldonado M, Padavannil A, Guo F, Letts JA",2022-06-17,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10919
EMPIAR-11024,E. coli 50S ribosome bound to compounds VM2 and VS1,EMPIAR,,,,0,,50S E. coli ribosome bound to VM2 and VS1,,Pellegrino J,2022-06-17,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11024
EMPIAR-10987,Parallel cryo electron tomography (PACE-tomo) of 80S ribosomes in situ,EMPIAR,,,,0,,Parallel cryo electron tomography on <i>in situ</i> lamellae,,"Eisenstein F, Yanagisawa H, Kashihara H, Kikkawa M, Tsukita S, Danev R",2022-06-14,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10987
EMPIAR-10712,Transmission electron micrographs of mouse RNF213 incubated with ATPγS,EMPIAR,,,,0,,E3 ubiquitin ligase RNF213 employs a non-canonical zinc finger active site and is allosterically regulated by ATP,,"Ahel J, Clausen T, Virdee S, Fletcher AJ, Grabarczyk DB, Deszcz L, Lehner A, Roitinger E",2022-06-14,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10712
EMPIAR-10711,Transmission electron micrographs of mouse RNF213 in a chemically-stabilized complex with human UBE2L3,EMPIAR,,,,0,,E3 ubiquitin ligase RNF213 employs a non-canonical zinc finger active site and is allosterically regulated by ATP,,"Ahel J, Clausen T, Virdee S, Fletcher AJ, Grabarczyk DB, Deszcz L, Lehner A, Roitinger E",2022-06-14,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10711
EMPIAR-11059,Structural and functional analyses of the tridomain-nonribosomal peptide synthetase FmoA3 for 4-methyloxazoline ring formation,EMPIAR,,,,0,,Structural and Functional Analyses of the Tridomain-Nonribosomal Peptide Synthetase FmoA3 for 4-Methyloxazoline Ring Formation,,"Katsuyama Y, Sone K, Harada A, Kawai S, Urano N, Adachi N, Moriya T, Kawasaki M, Shin-Ya K, Senda T, Ohnishi Y",2022-06-13,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11059
EMPIAR-10970,Particle stacks for VcINDY in Choline Chloride,EMPIAR,,,,0,,Structural basis of ion - substrate coupling in the Na<sup>+</sup>-dependent dicarboxylate transporter VcINDY,,"Sauer DB, Marden JJ, Sudar JC, Song J, Mulligan C, Wang DN",2022-06-13,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10970
EMPIAR-10969,Particle stacks for VcINDY in 300mM NaCl,EMPIAR,,,,0,,Structural basis of ion - substrate coupling in the Na<sup>+</sup>-dependent dicarboxylate transporter VcINDY,,"Sauer DB, Marden JJ, Sudar JC, Song J, Mulligan C, Wang DN",2022-06-13,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10969
EMPIAR-11056,Structure of bile acid transporter NTCP,EMPIAR,,,,0,,Structure of bile acid transporter NTCP crucial for hepatitis B virus entry,,"Asami J, Kimura KT, Fujita-Fujiharu Y, Ishida H, Zhang Z, Nomura Y, Liu K, Uemura T, Sato Y, Ono M, Yamamoto M, Noda T, Shigematsu H, Drew D, Iwata S, Shimizu T, Nomura N, Ohto U",2022-06-13,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11056
S-BIAD479,Tissue libraries enable rapid determination of conditions that preserve antibody labeling in cleared mouse and human tissue,BioImage Archive,,,"Cleared Tissue, NeuN, GFAP, AT8, Glut1",311,,Tissue libraries enable rapid determination of conditions that preserve antibody labeling in cleared mouse and human tissue,https://doi.org/10.1101/2022.05.25.493465,"Theodore J. Zwang, Rachel E. Bennett, Maria Lysandrou, Benjamin Woost, Anqi Zhang, Charles M. Lieber, Douglas S. Richardson, Bradley T. Hyman",2022-06-11,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD479
S-BIAD474,Systematic microscopical analysis reveals obligate synergy between extracellular matrix components during Bacillus subtilis colony biofilm development,BioImage Archive,,,"Bacillus subtilis, colony biofilm development, biofilm morphology, extracellular matrix, biofilm microscopy",50,,,,,2022-06-10,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD474
S-BIAD478,Monitoring drug-induced signaling inhibition and adaptive resistance by live-cell microscopy,BioImage Archive,,,"signaling dynamics, signaling inhibition, kinase translocation reporter, fluorescent reporter, live-cell reporter",162,,Rapid signaling reactivation after targeted BRAF inhibition predicts the proliferation of individual melanoma cells from an isogenic population.,,"Khoshkenar P, Lowry E, Mitchell A.",2022-06-10,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD478
S-BIAD477,"Images for ""Amoxicillin-resistant Streptococcus pneumoniae can be resensitized by targeting the mevalonate pathway as indicated by sCRilecs-seq""",BioImage Archive,,,"sCRilecs-seq, mevalonate pathway, morphology, peptidoglycan synthesis, cell division",78,,,,,2022-06-09,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD477
EMPIAR-11054,Cryo-EM Structure of the Hyperpolarization-Activated Potassium Channel KAT1,EMPIAR,,,,0,,Electromechanical coupling in the hyperpolarization-activated K<sup>+</sup> channel KAT1,,"Clark MD, Contreras GF, Shen R, Perozo E",2022-06-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11054
EMPIAR-11052,Cryo-EM structure of Bacillus subtilis RNA Polymerase in complex with HelD,EMPIAR,,,,0,,Molecular basis for RNA polymerase-dependent transcription complex recycling by the helicase-like motor protein HelD,,"Newing T, Oakley AJ, Miller M, Dawson CJ, Brown SHJ, Bouwer JC, Tolun G, Lewis PJ",2022-06-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11052
EMPIAR-11051,Cryo-EM structure of Bacillus subtilis RNA Polymerase elongation complex,EMPIAR,,,,0,,Molecular basis for RNA polymerase-dependent transcription complex recycling by the helicase-like motor protein HelD,,"Newing T, Oakley AJ, Miller M, Dawson CJ, Brown SHJ, Bouwer JC, Tolun G, Lewis PJ",2022-06-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11051
EMPIAR-10902,Single-particle cryoEM data of yeast Ubr1-Ubc2-Ub-Ub-N-degron complex (elongation),EMPIAR,,,,0,,Structural insights into Ubr1-mediated N-degron polyubiquitination,,"Pan M, Zheng Q, Wang T, Liang L, Mao J, Zuo C, Ding R, Ai H, Xie Y, Si D, Yu Y, Liu L, Zhao M",2022-06-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10902
S-BIAD473,E-cadherin mediated Apical Membrane Initiation Site localisation: mESCs cultured in Matrigel. IF and live imaging dataset,BioImage Archive,,,,114,,cadherin mediated AMIS localisation,,"Xuan Liang, Antonia Weberling, Chun Yuan Hii, Magdalena Zernicka-Goetz, Clare Buckley",2022-06-07,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD473
EMPIAR-11057,Cryo-EM structure of the gastric proton pump complexed with revaprazan,EMPIAR,,,,0,,Structural Basis for Binding of Potassium-Competitive Acid Blockers to the Gastric Proton Pump,,"Tanaka S, Morita M, Yamagishi T, Madapally HV, Hayashida K, Khandelia H, Gerle C, Shigematsu H, Oshima A, Abe K",2022-06-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11057
S-BSST849,Independently paced calcium oscillations in progenitor and differentiated cells in an ex vivo epithelial organ,BioStudies,,,,62,,,,,2022-06-06,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST849
S-BIAD219,"3D image data for ""High-throughput parallel optofluidic 3D-imaging flow cytometry""",BioImage Archive,,,,208,,High-Throughput Parallel Optofluidic 3D-Imaging Flow Cytometry,10.1002/smsc.202100126,"Ugawa, Masashi; Ota, Sadao",2022-06-05,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD219
S-BIAD469,Membrane fluidity causes resistance to 5- fluorouracil (5-FU) in DLD1 colon cancer cells.,BioImage Archive,,,"Saturated fatty acid, chemoresistance, stearoyl-CoA desaturase, membrane fluidity, liquid chromatography mass spectrometry.",1,,,,,2022-06-04,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD469
S-BIAD470,Objective Assessment of Tumor Infiltrating Lymphocytes as a Prognostic Marker in Melanoma using Machine Learning Algorithms,BioImage Archive,,,"Tumor-infiltrating lymphocytes (TILs), Digital Image Analysis, Machine learning cell segmentation algorithm, early-stage melanoma, Prognostic marker",1046,,An open source automated tumor infiltrating lymphocyte algorithm for prognosis in melanoma.,,"Acs B, Ahmed FS, Gupta S, Wong PF, Gartrell RD, Sarin Pradhan J, Rizk EM, Gould Rothberg B, Saenger YM, Rimm DL.",2022-06-02,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD470
S-BIAD295,Heterologously secreted MbxA from Moraxella bovis induces a membrane blebbing response of the host cell,BioImage Archive,,,,35,,Heterologously secreted MbxA from Moraxella bovis induces a membrane blebbing response of the host cell,,"Isabelle N. Erenburg, Sebastian Wintgens, Sebastian Hänsch, Fabian Stuhldreier, Gereon Poschmann, Olivia Spitz, Kai Stühler, Sebastian Wesselborg, Stefanie Weidtkamp-Peters, Johannes Hegemann, Sander H. J. Smits, Lutz Schmitt",2022-06-02,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD295
EMPIAR-11055,"Crosshair, semi-automated targeting for electron microscopy with a motorised ultramicrotome",EMPIAR,,,,0,,"Crosshair, semi-automated targeting for electron microscopy with a motorised ultramicrotome",,"Meechan K, Guan W, Riedinger A, Stankova V, Yoshimura A, Pipitone R, Milberger A, Schaar H, Romero-Brey I, Templin R, Peddie C J, Schieber N L, Jones M L, Collinson L, Schwab Y",2022-06-01,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11055
EMPIAR-11040,Micrographs of viruses ATV and AFV6,EMPIAR,,,,0,,Spindle-shaped archaeal viruses evolved from rod-shaped ancestors to package a larger genome,,"Wang F, Cvirkaite-Krupovic V, Vos M, Beltran LC, Kreutzberger MAB, Winter JM, Su Z, Liu J, Schouten S, Krupovic M, Egelman EH",2022-06-01,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-11040
